,seed,method,v,target_tree_size,rmse,mae
127,2,xgboost_naive_transfer,0.005,1,7.6826695707646016,5.625383605405875
128,2,xgboost,0.005,2,7.23259742414931,4.969219666851934
129,2,xgboost_naive_transfer,0.005,2,7.645515813342388,5.561467869695073
130,2,xgboost,0.005,3,7.408837840223964,5.112741104440628
131,2,xgboost_naive_transfer,0.005,3,7.5771880025966345,5.519340832260723
132,2,xgboost,0.005,4,7.527816855048202,5.204829685351813
133,2,xgboost_naive_transfer,0.005,4,7.528376376611653,5.491727033202525
134,2,xgboost,0.005,5,7.590786488670928,5.2435293305526685
135,2,xgboost_naive_transfer,0.005,5,7.515559044633752,5.472919629881597
136,2,xgboost,0.005,6,7.628898446580546,5.3106417639610495
137,2,xgboost_naive_transfer,0.005,6,7.484782544474452,5.441708830322039
138,2,xgboost,0.005,7,7.675658894612239,5.325709784465952
139,2,xgboost_naive_transfer,0.005,7,7.425812327398771,5.397856210716994
140,2,xgboost,0.01,1,7.209793100917507,4.95295098947397
141,2,xgboost_naive_transfer,0.01,1,7.668226427123387,5.633258568671715
142,2,xgboost,0.01,2,7.231982987832039,4.97361268214322
143,2,xgboost_naive_transfer,0.01,2,7.646939316568368,5.566158490861723
144,2,xgboost,0.01,3,7.414575532556875,5.119426316686054
145,2,xgboost_naive_transfer,0.01,3,7.581704516952003,5.525078195865062
146,2,xgboost,0.01,4,7.534290519323757,5.191321801687199
147,2,xgboost_naive_transfer,0.01,4,7.528699438663795,5.496987135607014
148,2,xgboost,0.01,5,7.5935041775583,5.270196357214915
149,2,xgboost_naive_transfer,0.01,5,7.519242340817802,5.486406575816048
150,2,xgboost,0.01,6,7.627796771396474,5.301743611373058
151,2,xgboost_naive_transfer,0.01,6,7.489282226068218,5.4441466573980035
152,2,xgboost,0.01,7,7.668880876216429,5.31105687066636
153,2,xgboost_naive_transfer,0.01,7,7.432276071486416,5.402925462055851
154,2,xgboost,0.02,1,7.190852026205815,4.9300191660717845
155,2,xgboost_naive_transfer,0.02,1,7.668442873574237,5.633011182005773
156,2,xgboost,0.02,2,7.236761558206881,4.966050945699434
157,2,xgboost_naive_transfer,0.02,2,7.643455809902673,5.593981062958177
158,2,xgboost,0.02,3,7.412408544727,5.077916368588485
159,2,xgboost_naive_transfer,0.02,3,7.586692041496296,5.534643297880622
160,2,xgboost,0.02,4,7.5373335781628175,5.192662972393243
161,2,xgboost_naive_transfer,0.02,4,7.529985374920665,5.503089242855074
162,2,xgboost,0.02,5,7.594503014654998,5.244537485341166
163,2,xgboost_naive_transfer,0.02,5,7.522654987452929,5.484138795306768
164,2,xgboost,0.02,6,7.659475683759915,5.308142720747541
165,2,xgboost_naive_transfer,0.02,6,7.492105107337888,5.452519714029842
166,2,xgboost,0.02,7,7.670311172956898,5.295366746670081
167,2,xgboost_naive_transfer,0.02,7,7.435879331654966,5.411327779346737
168,2,xgboost,0.03,1,7.204624813442683,4.946134182642402
169,2,xgboost_naive_transfer,0.03,1,7.664183497149005,5.635089650380513
170,2,xgboost,0.03,2,7.228542052729461,4.950396705766914
171,2,xgboost_naive_transfer,0.03,2,7.64622648500484,5.602700072999486
172,2,xgboost,0.03,3,7.396994886947507,5.10696816772501
173,2,xgboost_naive_transfer,0.03,3,7.588026817112586,5.538500670439688
174,2,xgboost,0.03,4,7.554350274283008,5.2024289418756995
175,2,xgboost_naive_transfer,0.03,4,7.53437496415348,5.506543513092256
176,2,xgboost,0.03,5,7.623485362492179,5.225645542886313
177,2,xgboost_naive_transfer,0.03,5,7.535685903654832,5.489192414574968
178,2,xgboost,0.03,6,7.624216609125554,5.284623504366237
179,2,xgboost_naive_transfer,0.03,6,7.495816893266413,5.469915034645867
180,2,xgboost,0.03,7,7.70980571694825,5.301221997338931
181,2,xgboost_naive_transfer,0.03,7,7.432251562949217,5.408321462735121
182,2,xgboost,0.05,1,7.1886155867583375,4.927774153025133
183,2,xgboost_naive_transfer,0.05,1,7.669223860885936,5.633417059659562
184,2,xgboost,0.05,2,7.215186275664047,4.943261318382396
185,2,xgboost_naive_transfer,0.05,2,7.64657056477757,5.600925355697821
186,2,xgboost,0.05,3,7.425565328627453,5.083641242701908
187,2,xgboost_naive_transfer,0.05,3,7.606246457375966,5.556243311564764
188,2,xgboost,0.05,4,7.589176416361604,5.193606537737897
189,2,xgboost_naive_transfer,0.05,4,7.542309345063305,5.523597652290542
190,2,xgboost,0.05,5,7.6084308487248755,5.22726636362534
191,2,xgboost_naive_transfer,0.05,5,7.538254905635205,5.496131943084588
192,2,xgboost,0.05,6,7.640144406287388,5.288269593818384
